t,q[shoulder_pan],q[shoulder_lift],q[elbow_flex],q[wrist_flex],q[wrist_roll],qd[shoulder_pan],qd[shoulder_lift],qd[elbow_flex],qd[wrist_flex],qd[wrist_roll],qref[shoulder_pan],qref[shoulder_lift],qref[elbow_flex],qref[wrist_flex],qref[wrist_roll],tau_pid[shoulder_pan],tau_pid[shoulder_lift],tau_pid[elbow_flex],tau_pid[wrist_flex],tau_pid[wrist_roll],tau_dist[shoulder_pan],tau_dist[shoulder_lift],tau_dist[elbow_flex],tau_dist[wrist_flex],tau_dist[wrist_roll],tau_total[shoulder_pan],tau_total[shoulder_lift],tau_total[elbow_flex],tau_total[wrist_flex],tau_total[wrist_roll]
2.2959999999999687,0.0005331843579081957,0.0012894601113897623,0.0009929510159991132,0.00025494722356353254,-0.0003874027725355774,0.0012077720393814959,0.00030901209584211625,-0.0016025766519685305,-0.0020431380917617257,-0.0020933115522283508,0.0,0.0,0.0,0.0,0.0,-0.0406382459543591,-0.05225631820027079,-0.029898392515052705,-0.0037865769211748532,0.0073481076554667395,0.6272326279617155,0.8074586454239511,0.5186558751823169,0.08704867084334625,-0.4472936554034942,0.5865943820073565,0.7552023272236803,0.4887574826672642,0.08326209392217139,-0.43994554774802747
2.2979999999999685,0.0005356071928342861,0.0012900206036456782,0.000989830935105619,0.0002509699465112834,-0.0003914610089351948,0.0012114174630451589,0.0002802461279579034,-0.001560040446747131,-0.001988638526124586,-0.002029118199808713,0.0,0.0,0.0,0.0,0.0,-0.04081843689314731,-0.05224027156431468,-0.029832831114318514,-0.0037455324340009977,0.007330800086412673,0.6320770060978037,0.805156938381375,0.5151960998897674,0.08338746991346076,-0.45356269816653527,0.5912585692046564,0.7529166668170604,0.48536326877544894,0.07964193747945976,-0.4462318980801226
2.2999999999999683,0.0005380814666029455,0.0012905088348290578,0.00098677613637617,0.0002470843677370646,-0.00039544768231033805,0.0012371368843296618,0.00024411559168984446,-0.0015273993647243857,-0.0019427893871094008,-0.0019933366875716212,0.0,0.0,0.0,0.0,0.0,-0.04106183180847484,-0.05221102477324325,-0.02976236259771243,-0.0037002611739420815,0.007343820803583966,0.6330374426140445,0.8070094398063248,0.5167807482020053,0.08240574834265554,-0.45810954517628855,0.5919756108055696,0.7547984150330815,0.48701838560429284,0.07870548716871346,-0.45076572437270457
2.301999999999968,0.0005405557462643998,0.0012909514147615663,0.0009838256644115317,0.00024331064779611547,-0.00039938501718277575,0.0012371398307271877,0.0002212899662543005,-0.001475235982319174,-0.001886859970474563,-0.0019686674362188574,0.0,0.0,0.0,0.0,0.0,-0.041235796118094734,-0.052198579426914485,-0.02970878969042246,-0.0036642780016743906,0.007368429119461669,0.6363317626685849,0.806764345250514,0.5167844694724723,0.07475917716845654,-0.4601067053558418,0.5950959665504902,0.7545657658235995,0.4870756797820498,0.07109489916678215,-0.45273827623638013
2.303999999999968,0.0005430358805125348,0.0012913512559929233,0.0009809926366291782,0.00023957447696539523,-0.0004032563197397029,0.0012400671240674723,0.0001999206156785033,-0.001416513891176793,-0.001868085415360124,-0.001935651278463579,0.0,0.0,0.0,0.0,0.0,-0.04141806945771568,-0.05218646387712112,-0.0296634446826605,-0.003603032177907853,0.007383002838018572,0.6421522660135462,0.8066556307689836,0.5123321414708621,0.07029795731177522,-0.4627364163731337,0.6007341965558306,0.7544691668918625,0.4826686967882016,0.06669492513386738,-0.4553534135351151
2.3059999999999676,0.0005457439590382532,0.0012917129482344835,0.0009782357623327796,0.0002358594725500539,-0.000407057963858153,0.001354039262859213,0.00018084612078017066,-0.0013784371481992681,-0.001857502207670666,-0.0019008220592250462,0.0,0.0,0.0,0.0,0.0,-0.04191612377079624,-0.052176035672053304,-0.029606004829623653,-0.003536470538245212,0.007394681951545428,0.6460975426120605,0.8051065118742783,0.5049654740611709,0.06706556049787454,-0.46543279651770314,0.6041814188412643,0.752930476202225,0.4753594692315472,0.06352908995962933,-0.45803811456615773
2.3079999999999674,0.0005487127495601566,0.0012920274145611255,0.0009754887890047847,0.00023216908604993238,-0.0004107890007876587,0.0014843952609516617,0.00015723316332096318,-0.0013734866639974386,-0.001845193250060767,-0.0018655184647528428,0.0,0.0,0.0,0.0,0.0,-0.04247666850002856,-0.05215736502305658,-0.029525679679701693,-0.0034716041152901833,0.007404926582310666,0.6491759553607962,0.8066259646652923,0.5009337288867644,0.06062891648325747,-0.46988330858022764,0.6066992868607677,0.7544685996422358,0.47140804920706264,0.05715731236796728,-0.46247838199791697
2.309999999999967,0.0005518630957149717,0.0012923159320454508,0.0009727359160651898,0.00022846229710314677,-0.00041447367523889074,0.0015751730774075517,0.0001442587421626784,-0.0013764364697974555,-0.001853394473392809,-0.0018423372256160372,0.0,0.0,0.0,0.0,0.0,-0.042943065443630524,-0.05215255077511281,-0.029439637584796733,-0.0033920473272379863,0.007427908250271538,0.6493387168100514,0.8084067917870601,0.49652206356737477,0.0534190863602884,-0.4714381659626596,0.6063956513664208,0.7562542410119473,0.46708242598257804,0.05002703903305041,-0.464010257712388
2.311999999999967,0.0005548846456082945,0.001292599674496015,0.0009699620263137172,0.00022438711339925257,-0.0004180921618973791,0.0015107749466613833,0.00014187122528211635,-0.0013869448757363079,-0.0020375918519471006,-0.0018092433292441713,0.0,0.0,0.0,0.0,0.0,-0.0429814758216523,-0.05216236758904684,-0.02934764906518071,-0.0031819196301308564,0.007439130619849502,0.6496689700130311,0.8070615755195186,0.4952105466207128,0.050773788970186785,-0.47634181302908324,0.6066874941913788,0.7548992079304718,0.46586289755553206,0.04759186934005593,-0.4689026824092337
2.3139999999999668,0.0005577785749469866,0.0012928624846348664,0.0009671875029427608,0.0002202409196522291,-0.00042167551017062796,0.0014469646693460259,0.00013140506942574837,-0.0013872616854781821,-0.0020730968735117455,-0.001791674136624427,0.0,0.0,0.0,0.0,0.0,-0.04301254401661418,-0.052160037383880475,-0.029262771136365887,-0.0030744505773826506,0.007466978381234264,0.6539893539551891,0.8051241625614414,0.4927159681460168,0.04567926107575187,-0.48143594600657275,0.610976809938575,0.752964125177561,0.46345319700965093,0.04260481049836922,-0.47396896762533847
2.3159999999999665,0.0005605829153135766,0.0012930883905887714,0.0009644173601119691,0.00021592815586953546,-0.0004252512719209554,0.0014021701832949976,0.00011295297695253174,-0.0013850714153958736,-0.002156381891346823,-0.0017878808751637246,0.0,0.0,0.0,0.0,0.0,-0.04308868754601909,-0.05214505101632098,-0.02917978008197313,-0.002930198088662441,0.007509886048162422,0.6569873884110808,0.804504528818635,0.4883641377148535,0.039801720783186285,-0.48323007930272,0.6138987008650617,0.752359477802314,0.45918435763288035,0.036871522694523845,-0.47572019325455756
2.3179999999999663,0.0005633166293214169,0.001293277995935435,0.0009616346240968838,0.0002112977893812387,-0.0004287961231512362,0.0013668570039201743,9.480267333182201e-05,-0.0013913680075426018,-0.0023151832441483753,-0.0017724256151404002,0.0,0.0,0.0,0.0,0.0,-0.043185490585536994,-0.05212903539431295,-0.02909045393947648,-0.002726725628840547,0.0075395686427028215,0.661580214559313,0.8061790711466588,0.4862865507776059,0.039280302183432765,-0.48886914792140396,0.618394723973776,0.7540500357523459,0.45719609683812945,0.03655357655459222,-0.4813295792787011
2.319999999999966,0.0005660096766269939,0.0012934499132784098,0.0009588476614200727,0.0002068457283338167,-0.0004323447081544269,0.001346523652788478,8.595867148743584e-05,-0.0013934813384055586,-0.0022260305237110003,-0.0017742925015953677,0.0,0.0,0.0,0.0,0.0,-0.043319896262419125,-0.0521253413153283,-0.029003921151617255,-0.002700380896217937,0.0075883591054361835,0.6637443451384326,0.8091015646799301,0.4863803425327732,0.030338696419826082,-0.49476066232232474,0.6204244488760134,0.7569762233646018,0.4573764213811559,0.027638315523608147,-0.48717230321688854
2.321999999999966,0.0005686642355979808,0.0012936352185075582,0.0009560925264709392,0.00020207595865285834,-0.0004359277325025625,0.0013272794854934263,9.265261457423193e-05,-0.001377567474566751,-0.0023848848404791705,-0.001791512174067783,0.0,0.0,0.0,0.0,0.0,-0.04345455226862132,-0.052143936134121646,-0.02893099020241837,-0.002494070387203162,0.007654490360507122,0.6680845504123021,0.80974366799857,0.48290821069296386,0.026207468592498905,-0.4973994323355236,0.6246299981436808,0.7575997318644484,0.4539772204905455,0.023713398205295742,-0.48974494197501645
2.3239999999999656,0.000571368785148606,0.0012938346766681117,0.0009533545715988361,0.00019717055135667251,-0.0004395244042008639,0.0013522747753126339,9.972908027672284e-05,-0.0013689774360515622,-0.0024527036480929084,-0.0017983358491507164,0.0,0.0,0.0,0.0,0.0,-0.043712157935976145,-0.05216363288107474,-0.02885346132474404,-0.0023487651147217287,0.007709368469342148,0.67285590833353,0.804399364589389,0.48081106294349496,0.019113500488401235,-0.49942253310093065,0.6291437503975539,0.7522357317083143,0.4519576016187509,0.016764735373679507,-0.4917131646315885
2.3259999999999654,0.0005742790187104305,0.0012939945915391375,0.0009506407655609052,0.00019189229337872974,-0.0004431097161827922,0.001455116780912206,7.995743551285654e-05,-0.0013569030189654245,-0.002639128988971387,-0.001792655990964131,0.0,0.0,0.0,0.0,0.0,-0.044194351691048996,-0.05214416076567447,-0.02877911632660026,-0.0021129708657586736,0.007750350034704621,0.6737818147598409,0.8042855111263668,0.4756141070007839,0.012275850243731365,-0.50645285066314,0.6295874630687919,0.7521413503606923,0.44683499067418364,0.010162879377972691,-0.4987025006284354
2.327999999999965,0.0005771428486772808,0.0012941214630504936,0.0009479195235292544,0.0001861489485783568,-0.0004467326886755823,0.0014319149834251725,6.343575567807776e-05,-0.001360621015825404,-0.002871672400186465,-0.0018114862463950608,0.0,0.0,0.0,0.0,0.0,-0.04433298293550157,-0.05212791704440829,-0.028693482313150036,-0.0018355841904286675,0.007818787383849064,0.6774434642840749,0.8054233231350525,0.47193465117057876,0.009342156977864263,-0.5102931365377965,0.6331104813485733,0.7532954060906442,0.4432411688574287,0.0075065727874355954,-0.5024743491539474
2.329999999999965,0.0005800269138146545,0.0012942290888117115,0.0009451794943336302,0.0001804503168634883,-0.0004503877343453431,0.0014420325686868404,5.381288060895542e-05,-0.0013700145978120897,-0.002849315857434251,-0.0018275228348804081,0.0,0.0,0.0,0.0,0.0,-0.04456299701300359,-0.05212056197048452,-0.028603289151987066,-0.0017375137665014543,0.007884573767717914,0.6812218609135405,0.8065848780750995,0.46783739838992516,0.0038287739379259966,-0.5144684914047641,0.6366588639005369,0.754464316104615,0.4392341092379381,0.0020912601714245423,-0.5065839176370462
2.3319999999999648,0.0005829883255318977,0.0012943312399806947,0.0009424097318611027,0.00017482231032332865,-0.0004540745916912758,0.0014807058586215986,5.107558449157941e-05,-0.0013848812362637348,-0.0028140032700798277,-0.0018434286729663374,0.0,0.0,0.0,0.0,0.0,-0.04487552989969022,-0.05212262786641558,-0.028508339242047164,-0.0016499171980808181,0.00795063503953793,0.6820389548764656,0.8076393088974907,0.46360488064788763,-0.00027969715030918825,-0.5199399295533246,0.6371634249767754,0.7555166810310752,0.4350965414058405,-0.0019296143483900064,-0.5119892945137866
2.3339999999999645,0.0005858558694180823,0.0012944371071876733,0.0009395995573572083,0.00016946092098676455,-0.0004578363701338072,0.0014337719430923,5.2933603489323126e-05,-0.0014050872519472044,-0.0026806946682820464,-0.0018808892212657242,0.0,0.0,0.0,0.0,0.0,-0.04495035659801124,-0.05213127599324153,-0.02840839506082832,-0.0016362426778973556,0.008041385733338343,0.6854059727904195,0.8057731631799159,0.4641593396734804,-0.004576765857739016,-0.5202146245658879,0.6404556161924082,0.7536418871866744,0.43575094461265207,-0.006213008535636372,-0.5121732388325495
2.3359999999999643,0.0005886521308357017,0.0012945264434006275,0.0009367960947865982,0.0001644134168736374,-0.0004615829084076761,0.0013981307088096935,4.466810647706763e-05,-0.0014017312853050483,-0.0025237520565635804,-0.0018732691369344407,0.0,0.0,0.0,0.0,0.0,-0.04505068767766479,-0.05212509008296337,-0.028325148412321623,-0.0016453826026213668,0.008082354854206015,0.6866478591371237,0.8039601658238058,0.46151419055074755,-0.00949419677201911,-0.5239245179660204,0.6415971714594588,0.7518350757408424,0.4331890421384259,-0.011139579374640477,-0.5158421631118143
2.337999999999964,0.0005913764872845995,0.0012945851093212292,0.0009340012873807215,0.00015961737849842021,-0.0004653163525058153,0.0013621782244488932,2.9332960300849402e-05,-0.0013974037029383846,-0.0023980191876085905,-0.0018667220490695953,0.0,0.0,0.0,0.0,0.0,-0.04514514884839563,-0.05210777993429375,-0.02824284629219846,-0.001637698307715416,0.008124339273723996,0.6855979625483536,0.8024343262154766,0.4535729229966253,-0.013795686529460878,-0.5291532455415895,0.640452813699958,0.7503265462811829,0.42533007670442685,-0.015433384837176293,-0.5210289062678655
2.339999999999964,0.0005940085302504601,0.0012946057589210947,0.0009311568858477248,0.0001550285683988161,-0.0004690593550445428,0.0013160214829302838,1.0324799932730347e-05,-0.001422200766498388,-0.002294405049802047,-0.0018715012693637503,0.0,0.0,0.0,0.0,0.0,-0.045205600265848,-0.052083806941835564,-0.028138615519823735,-0.0016186690421836672,0.008178912132148077,0.6877014860084614,0.8018704393760163,0.44720363394017526,-0.022309468850040346,-0.5350243305283909,0.6424958857426134,0.7497866324341808,0.41906501842035154,-0.023928137892224012,-0.5268454183962429
2.3419999999999637,0.0005965614047509721,0.0012945934793135013,0.0009282329574555531,0.00015018735670432588,-0.0004728505032315056,0.0012764372502559844,-6.1398037967004165e-06,-0.0014619641960858204,-0.0024206058472451093,-0.0018955740934814011,0.0,0.0,0.0,0.0,0.0,-0.04527825923862988,-0.052062077743181646,-0.028021438865095626,-0.0014337145123831045,0.008255339155812549,0.6882967413603736,0.8038878567991312,0.44157897344665165,-0.026032807942097034,-0.541464029140579,0.6430184821217437,0.7518257790559496,0.41355753458155603,-0.027466522454480138,-0.5332086899847664
2.3439999999999634,0.0005990326452698279,0.0012945774735099373,0.0009249447022985357,0.0001453425882745214,-0.0004770316104466332,0.0012356202594278924,-8.002901782067586e-06,-0.0016441275785087119,-0.0024223842149022406,-0.0020905536075638055,0.0,0.0,0.0,0.0,0.0,-0.04534187884541728,-0.052060641582322514,-0.027793283510115292,-0.0013357777660506101,0.008524838859354456,0.6901625700204852,0.802575198170231,0.4391730770676949,-0.027573302742420723,-0.5447534068186292,0.6448206911750679,0.7505145565879086,0.4113797935575796,-0.028909080508471335,-0.5362285679592746
2.3459999999999632,0.0006014325696577879,0.0012945424152959212,0.0009214612582596781,0.0001407261511791678,-0.0004813559795849858,0.0011999621939799698,-1.7529107008013068e-05,-0.001741722019428767,-0.0023082185476768035,-0.0021621845691763173,0.0,0.0,0.0,0.0,0.0,-0.04541443878146267,-0.052047714925826855,-0.027618270682028233,-0.0013235620078129973,0.008660523614298239,0.6907077211270336,0.8025099741508324,0.43511870690897997,-0.030973999509745723,-0.5484980123765391,0.6452932823455709,0.7504622592250055,0.40750043622695176,-0.03229756151755872,-0.5398374887622408
2.347999999999963,0.0006037581142479811,0.0012944921917012395,0.0009177755189271734,0.00013630780133830448,-0.00048569416130151685,0.0011627722950965985,-2.5111797340834356e-05,-0.001842869666252392,-0.002209174920431663,-0.0021690908582655093,0.0,0.0,0.0,0.0,0.0,-0.04547765943715099,-0.052036902504642,-0.02743449429567056,-0.0013047163809892033,0.008725196866437083,0.6892361819226557,0.8006600744136465,0.4332829252595822,-0.036732756350142774,-0.5537059293495881,0.6437585224855047,0.7486231719090045,0.4058484309639116,-0.03803747273113198,-0.5449807324831509
2.349999999999963,0.0006059894206471171,0.001294409089234887,0.0009141464273391405,0.0001320277769457247,-0.0004901542474632088,0.001115653199567978,-4.155123317624476e-05,-0.0018145457940164343,-0.0021400121962898977,-0.0022300430808459815,0.0,0.0,0.0,0.0,0.0,-0.04550747771235216,-0.052012375368543244,-0.02734309897200498,-0.001267714638924568,0.008850911647324032,0.6889631215100247,0.7996098823349638,0.43450413389144704,-0.0395163176993559,-0.5595088188681232,0.6434556437976725,0.7475975069664206,0.40716103491944206,-0.04078403233828047,-0.5506579072207992
2.3519999999999626,0.000608122509134055,0.001294289539044802,0.000910653917393865,0.00012787776052756688,-0.0004948760557283706,0.0010665442434689553,-5.97750950424621e-05,-0.0017462549726377963,-0.002075008209078908,-0.0023609041325808934,0.0,0.0,0.0,0.0,0.0,-0.0455250510964832,-0.051983891959681866,-0.027283909654150833,-0.0012303961304738406,0.009056935138157564,0.690617233111969,0.8002852105152468,0.42919274275275815,-0.04595718555203515,-0.5613171301706107,0.6450921820154858,0.7483013185555649,0.4019088330986073,-0.04718758168250899,-0.5522601950324532
2.3539999999999623,0.0006101725663247579,0.0012941495212154726,0.0009072507337713275,0.00012380119890544318,-0.0004994289065227077,0.0010250285953514668,-7.000891466473809e-05,-0.0017015918112687019,-0.002038280811061848,-0.002276425397168568,0.0,0.0,0.0,0.0,0.0,-0.04555731709150796,-0.05196577570836725,-0.0272109453258378,-0.0011747473983217775,0.009023894789999508,0.6923093219581282,0.796704622382041,0.4224277718247982,-0.052402104788077074,-0.5692992281904127,0.6467520048666202,0.7447388466736737,0.3952168264989604,-0.05357685218639885,-0.5602753334004131
2.355999999999962,0.0006121526296928031,0.0012939635444835077,0.0009038659165589403,0.00011955378975579684,-0.0005042714240541239,0.0009900316840226228,-9.298836598239303e-05,-0.0016924086061936138,-0.002123704574823177,-0.0024212587657080954,0.0,0.0,0.0,0.0,0.0,-0.04560228688036489,-0.05192797695620614,-0.027113709648089557,-0.0010301699560015792,0.00924687020329508,0.6934690734062022,0.7962851040984414,0.42244760898589373,-0.05511919317578363,-0.5750830356475005,0.6478667865258373,0.7443571271422353,0.39533389933780416,-0.05614936313178521,-0.5658361654442055
2.357999999999962,0.0006140688970601982,0.001293736770042293,0.0009005514763978602,0.00011538908820510362,-0.0005094370444958331,0.0009581336836975516,-0.00011338722060742496,-0.0016572200805400647,-0.0020823507753466035,-0.0025828102208546077,0.0,0.0,0.0,0.0,0.0,-0.0456511606916607,-0.05189215881356063,-0.027036854743120505,-0.0009759851293447994,0.009492443081560753,0.6981561617486678,0.793392826294079,0.416818079439958,-0.0603970938044466,-0.5817207672291661,0.652505001057007,0.7415006674805185,0.3897812246968375,-0.061373078933791396,-0.5722283241476054
2.3599999999999617,0.0006159585842748635,0.001293454141995228,0.0008972692501275641,0.00011115235839966901,-0.0005150211100772144,0.0009448436073326681,-0.00014131402353245975,-0.0016411131351480432,-0.002118364902717303,-0.0027920327906906786,0.0,0.0,0.0,0.0,0.0,-0.045748417932520075,-0.0518435670033817,-0.026947636767465928,-0.0008661962573783776,0.009795901790492506,0.6957250017625424,0.7897678537741671,0.4125391012486407,-0.06590317761110827,-0.5848048606461786,0.6499765838300223,0.7379242867707855,0.38559146448117476,-0.06676937386848665,-0.5750089588556861
2.3619999999999615,0.0006177873433603306,0.0012930969310960753,0.0008940036434730312,0.00010670807234861993,-0.0005205462257238947,0.0009143795427335555,-0.00017860544957628432,-0.001632803327266405,-0.002222143025524541,-0.002762557823340182,0.0,0.0,0.0,0.0,0.0,-0.04579504299636584,-0.05177888090665779,-0.026853471431793407,-0.0007048152416936173,0.009836034594529792,0.6976503727286034,0.7905827630372819,0.40453341986022895,-0.07095224493015778,-0.5896176787480125,0.6518553297322376,0.7388038821306241,0.37767994842843555,-0.0716570601718514,-0.5797816441534828
2.3639999999999612,0.000619567810047033,0.001292699357140483,0.0008902751808770969,0.00010208027651501534,-0.0005259241998795366,0.000890233343351253,-0.00019878697779613128,-0.001864231297967191,-0.002313897916802293,-0.002688987077820966,0.0,0.0,0.0,0.0,0.0,-0.04585534832103688,-0.051736533588026296,-0.026577135897082133,-0.0005481738135142194,0.009825756732361829,0.7004105233452214,0.7872854419730863,0.3995136437603553,-0.07442502699995382,-0.5922873483944137,0.6545551750241845,0.7355489083850599,0.37293650786327315,-0.07497320081346803,-0.5824615916620518
2.365999999999961,0.0006213179241315101,0.0012922422753318113,0.0008860473756670352,9.748714336173332e-05,-0.0005309882062848495,0.0008750570422384873,-0.0002285409043358872,-0.0021139026050308743,-0.0022965665766410143,-0.0025320032026564464,0.0,0.0,0.0,0.0,0.0,-0.045937750139039696,-0.05167840395770929,-0.026272544486951592,-0.0004685795705621845,0.009719649936438727,0.706746056347315,0.79036413543811,0.39285303965016105,-0.07888052490921565,-0.5906553677998817,0.6608083062082754,0.7386857314804007,0.36658049516320945,-0.07934910447977783,-0.580935717863443
2.367999999999961,0.0006230842504116618,0.0012917734269964343,0.0008811675725386564,9.29572052863473e-05,-0.0005357124132435596,0.0008831631400758633,-0.0002344241676884877,-0.0024399015641893623,-0.0022649690376930058,-0.002362103479355073,0.0,0.0,0.0,0.0,0.0,-0.04608415176076173,-0.051653221938398344,-0.025894304953162434,-0.00040022922640546685,0.009594924928649018,0.7066180454919355,0.7892340765554213,0.3886835403520944,-0.08500952100225473,-0.5944409706887065,0.6605338937311738,0.7375808546170229,0.362789235398932,-0.0854097502286602,-0.5848460457600575
2.3699999999999606,0.0006248452280016602,0.0012912862559516542,0.0008758830844546847,8.825197235819892e-05,-0.0005401552890710009,0.0008804887949992112,-0.00024358552239004086,-0.002642244041985866,-0.0023526164640741945,-0.002221437913720666,0.0,0.0,0.0,0.0,0.0,-0.046201074243673826,-0.05162271700078329,-0.025590072324420014,-0.0002448949221369721,0.009498706409612577,0.7103097760554367,0.7868429739012108,0.38403401087979894,-0.09243735282313255,-0.5978777592328836,0.6641087018117628,0.7352202569004276,0.3584439385553789,-0.09268224774526952,-0.588379052823271
2.3719999999999604,0.0006266182555589725,0.001290765206008231,0.0008703896387292934,8.305356194506324e-05,-0.0005443620194589846,0.0008865137786561862,-0.0002605249717116,-0.0027467228626956767,-0.0025992052065678356,-0.00210336519399186,0.0,0.0,0.0,0.0,0.0,-0.04634233089411738,-0.05157996684528462,-0.025347858877930226,3.156913088456941e-05,0.009424276019781928,0.7121225564351503,0.7872863322436225,0.3809721197163557,-0.09645536663703302,-0.6004865251331637,0.665780225541033,0.7357063653983379,0.35562426083842547,-0.09642379750614845,-0.5910622491133818
2.37399999999996,0.0006284000363318544,0.0012902200684430812,0.0008649843798499587,7.763591017917354e-05,-0.000548360154167222,0.0008908903864409397,-0.00027256878257491036,-0.002702629439667339,-0.00270882588294485,-0.0019990673541186534,0.0,0.0,0.0,0.0,0.0,-0.046479752149288754,-0.05154310631556579,-0.025212372226922495,0.00021654794939202364,0.009362291851344368,0.7140136106273525,0.7850065707030777,0.3786640968134636,-0.10362978444455564,-0.6011248096610994,0.6675338584780637,0.7334634643875119,0.35345172458654106,-0.10341323649516362,-0.591762517809755
2.37599999999996,0.0006301885977100372,0.0012896349794448458,0.0008600100146516498,7.180986429177838e-05,-0.0005521473317305271,0.0008942806890914054,-0.0002925444991177227,-0.0024871825991544354,-0.002913022943697576,-0.0018935887816525694,0.0,0.0,0.0,0.0,0.0,-0.046614987526954664,-0.05149354224144768,-0.02521018370815443,0.000475906275856826,0.00929627173621901,0.7146431324815604,0.7823431402141675,0.3734744277374094,-0.10831347885323145,-0.6058460231114048,0.6680281449546057,0.7308495979727199,0.348264244029255,-0.10783757257737463,-0.5965497513751857
2.3779999999999597,0.0006319709768590783,0.001288999446817991,0.0008553502338470632,6.586089953121405e-05,-0.00055578046389971,0.0008911895745205178,-0.00031776631342738835,-0.0023298904022933118,-0.002974482380282164,-0.00181656608459144,0.0,0.0,0.0,0.0,0.0,-0.0467322928174137,-0.051434614995565425,-0.02517703253134243,0.0006378149714179797,0.009259555580300635,0.71518835384706,0.7761202638095811,0.3681682764561608,-0.11729815818314109,-0.6091878002760029,0.6684560610296464,0.7246856488140156,0.3429912439248184,-0.11666034321172311,-0.5999282446957023
2.3799999999999595,0.0006337362619318412,0.0012882750286414442,0.0008509177836157638,5.9445364495198764e-05,-0.0005592876567620168,0.0008826425363814812,-0.00036220908827338014,-0.0022162251156496587,-0.0032077675180076453,-0.0017535964311534398,0.0,0.0,0.0,0.0,0.0,-0.04683367300029842,-0.05134522196875938,-0.02512038355971976,0.0009293420450358276,0.009236665471448288,0.7185511001985598,0.7717594824017903,0.3627917441070561,-0.11873222937733513,-0.6117948853833074,0.6717174271982614,0.7204142604330309,0.3376713605473364,-0.11780288733229931,-0.6025582199118591
2.3819999999999593,0.0006355013425440658,0.0012874453034493704,0.0008465258586931652,5.338090929604387e-05,-0.0005626827451258677,0.0008825403061122879,-0.0004148625960369123,-0.002195962461299314,-0.0030322275995774456,-0.001697544181925453,0.0,0.0,0.0,0.0,0.0,-0.04695784232330694,-0.05124012047363223,-0.024999602881366618,0.0009276784728447732,0.009219931901870709,0.7195748689841964,0.7721401266694908,0.3637864050276677,-0.1211460498272283,-0.6147392120347638,0.6726170266608895,0.7209000061958586,0.3387868021463011,-0.12021837135438353,-0.605519280132893
2.383999999999959,0.0006372584950050831,0.0012865388056047312,0.0008424126513122879,4.7797356196586336e-05,-0.0005659827996123188,0.0008785762305085989,-0.00045324892231954724,-0.0020566036904386374,-0.0027917765497287674,-0.0016500272432255641,0.0,0.0,0.0,0.0,0.0,-0.04707103215334121,-0.05115192085737879,-0.024970823969873747,0.000870966883641173,0.009211356353544153,0.7228124978143216,0.7691640486371336,0.3577555885262945,-0.12604364130917667,-0.6198184402826036,0.6757414656609804,0.7180121277797549,0.33278476455642075,-0.1251726744255355,-0.6106070839290594
2.385999999999959,0.0006390216194329976,0.001285553976101463,0.0008385014958209511,4.260543136361955e-05,-0.0005692317865228064,0.0008815622139572516,-0.0004924147516341542,-0.0019555777456684276,-0.0025959624164833914,-0.0016244934552438134,0.0,0.0,0.0,0.0,0.0,-0.0472034076488737,-0.05105949529177425,-0.02492147021307561,0.0008376758394248373,0.00922630294110174,0.7249756136932127,0.7720293373148839,0.35213431987735616,-0.13128226590339764,-0.6233059130369043,0.6777722060443391,0.7209698420231097,0.32721284966428055,-0.1304445900639728,-0.6140796100958026
2.3879999999999586,0.0006407919520579088,0.001284544660035635,0.000834725044730717,3.772409177629804e-05,-0.0005724432851069248,0.0008851663124556294,-0.0005046580329140268,-0.0018882255451170722,-0.0024406697936607538,-0.0016057492920591603,0.0,0.0,0.0,0.0,0.0,-0.04733795910729598,-0.05100378041787337,-0.024852715384726925,0.0008265449814669342,0.00924823526379132,0.728992198184435,0.7692107780985182,0.3465662737821892,-0.13952700338550728,-0.6282790433681852,0.681654239077139,0.7182069976806449,0.32171355839746224,-0.13870045840404033,-0.6190308081043938
2.3899999999999584,0.0006425870739398275,0.0012835034785962747,0.000830891839282744,3.296051715643003e-05,-0.0005756488342837434,0.0008975609409593431,-0.0005205907196801956,-0.0019166027239864653,-0.0023817873099340066,-0.001602774588409331,0.0,0.0,0.0,0.0,0.0,-0.04749798275789388,-0.05094162430369637,-0.02471518523920617,0.0008805525905315518,0.009287441137443118,0.730974859354831,0.7653298402852703,0.3418821971740734,-0.14442219958090802,-0.6303769414355149,0.6834768765969371,0.7143882159815739,0.31716701193486724,-0.14354164699037647,-0.6210895002980719
2.391999999999958,0.0006444023252900405,0.0012824119476983911,0.0008269427047192734,2.8284246160140857e-05,-0.0005788340407809266,0.000907625675106515,-0.0005457654489417194,-0.001974567281735318,-0.002338135498144586,-0.0015926032485915635,0.0,0.0,0.0,0.0,0.0,-0.047653127297861586,-0.050864513823541534,-0.024553344597100984,0.0009434821442601162,0.009318470715764053,0.7323382264088699,0.759843101121928,0.3356401952086118,-0.14616471628094033,-0.637800089623553,0.6846850991110083,0.7089785872983865,0.31108685061151087,-0.1452212341366802,-0.6284816189077889
